"Entry ID","Lemma ID","Batch","List","Item","English Word Frequency","Frequency","Frequency SD","Frequency Z","Frequency N","Frequency (Native)","Frequency Sd (Native)","Frequency Z (Native)","Frequency N (Native)","Frequency (Nonnative)","Frequency SD (Nonnative)","Frequency N (Nonnative)","Frequency Z (Nonnative)","Dominant English Translation","Sign Unknown (%)","English Translation Agreement (%)","Unknown To Participant (%) (Native)","English Name Agreement (%) (Native)","Unknown To Participant (%) (Nonnative)","English Name Agreement (%) (Nonnative)","Non-Signer Iconicity","Non-Signer Iconicity SD","Non-Signer Iconicity Z","Non-Signer Iconicity N","Non-Signer Iconicity SD","Iconicity Type","Deaf Signer Iconicity","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity N","Deaf Signer Iconicity Z","Deaf Signer Iconicity (Native)","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity Z (Native)","Deaf Signer Iconicity N (Native)","English Translation Agreement","Guess accuracy","Transparency","Transparency SD","Transparency Z","Lexical Class","Sign Onset (ms)","Sign Offset (ms)","Duration (ms)","Video Length (ms)","In CDI","CDI Semantic Category","Initialized Sign","Fingerspelled Loan Sign","Compound","Number Of Morphemes","Handshape","Selected Fingers","Flexion","Flexion Change","Spread Change","Thumb Position","Thumb Contact","Sign Type","Path Movement","Repeated Movement","Major Location","Minor Location","Second Minor Location","Contact","Nondominant Handshape","Wrist Twist","Handshape M2","Selected Fingers M2","Flexion M2","Flexion Change M2","Spread M2","Spread Change M2","Thumb Position M2","Thumb Contact M2","Sign Type M2","Movement M2","Repeated Movement M2","Major Location M2","Minor Location M2","Second Minor Location M2","Contact M2","Nondominant Handshape M2","Wrist Twist M2","Handshape M3","Selected Fingers M3","Flexion M3","Flexion Change M3","Spread M3","Spread Change M3","Thumb Position M3","Thumb Contact M3","Signtype M3","Movement M3","Repeated Movement M3","Major Location M3","Minor Location M3","Second Minor Location M3","Contact M3","Nondominant Handshape M3","Wrist Twist M3","Handshape M4","Selected Fingers M4","Flexion M4","Flexion Change M4","Spread M4","Spread Change M4","Thumb Position M4","Thumb Contact M4","Sign Type M4","Movement M4","Repeated Movement M4","Major Location M4","Minor Location M4","Second Minor Location M4","Contact M4","Nondominant Handshape M4","Wrist Twist M4","Handshape M5","Selected Fingers M5","Flexion M5","Flexion Change M5","Spread M5","Spread Change M5","Thumb Position M5","Thumb Contact M5","Signtype M5","Movement M5","Repeated Movement M5","Major Location M5","Minor Location M5","Second Minor Location M5","Contact M5","Nondominant Handshape M5","Wrist Twist M5","Handshape M6","Selected Fingers M6","Flexion M6","Flexion Change M6","Spread M6","Spread Change M6","Thumb Position M6","Thumb Contact M6","Sign Type M6","Movement M6","Repeated Movement M6","Major Location M6","Minor Location M6","Second Minor Location M6","Contact M6","Nondominant Handshape M6","Wrist Twist M6","Sign Type Frequency","Major Location Frequency","Minor Location Frequency","Second Minor Location Frequency","Movement Frequency","Selected Fingers Frequency","Flexion Frequency","Flexion Change Frequency","Repeated Movement Frequency","Contact Frequency","Spread Frequency","Spread Change Frequency","Thumb Contact Frequency","Thumb Position Frequency","Ulnar Rotatio Nfrequency","Phonotactic Probability","Parameter Neighborhood Density","Neighborhood Density","SignBank Reference ID","Age Of Acquisition","Age Of Acquisition (Empirical)"
"sign","sign","E","3","50","3.832","5.9","1.185","0.909","30","5.857","1.231","0.843","14","5.938","1.181","16","0.967","null","null","null","null","null","null","null","null","null","null","null","SIGN (SIGN LANGUAGE)","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","334","1768","1435","2336","Yes","Action Signs","null","null","null","1","1","i","Fully Open","null","null","Closed","null","Symmetrical Or Alternating","Circular","1","Neutral","Neutral","Neutral","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.076","0.261","0.409","0.791","0.446","0.378","null","null","0.684","0.343","0.836","-0.031","177","12","256","51","19"
"sign_language","sign_language","D","2","31","null","5.222","1.34","0.577","27","5.412","1.543","0.632","17","4.9","0.876","10","0.483","null","null","null","null","null","null","null","2.4","1.632","-0.251","30","null","Arbitrary","1.46","1.07","26","-0.84","1.17","0.38","-0.96","18","null","null","null","null","null","Noun","434","1468","1034","2269","No","null","1","null","1","2","1","i","Fully Open","null","null","Closed","null","Symmetrical Or Alternating","Circular","null","Neutral","Neutral","Neutral","null","1","null","l","i","FullyOpen","null","null","null","Open","null","Symmetrical Or Alternating","Straight","null","Neutral","Neutral","Neutral","null","l","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.076","0.261","0.409","0.791","0.554","0.378","null","null","0.684","0.343","0.836","0.103","177","10","3110","null","null"
"sign_paper","sign_paper","H","3","94","null","4.714","1.243","0.365","28","4.429","1.342","0.195","14","5","1.109","14","0.534","null","null","null","null","null","null","null","2.333","1.761","-0.319","24","signature","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","400","1435","1034","1969","No","null","null","null","null","1","h","im","Fully Open","null","null","Closed","null","Asymmetrical Different Handshape","Curved","null","Hand","Palm","null","1","B","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.175","0.25","0.077","null","0.233","0.14","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.343","0.164","-0.108","198","3","258","null","null"
"signature","signature","F","1","69","2.794","5.481","1.424","0.674","27","5.5","1.225","0.663","14","5.462","1.664","13","0.684","null","null","null","null","null","null","null","2.313","1.554","-0.659","32","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","400","1201","801","1735","No","null","null","null","null","1","h","im","Fully Open","null","null","Closed","null","Asymmetrical Different Handshape","Curved","null","Hand","Palm","null","1","B","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.175","0.25","0.077","null","0.233","0.14","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.343","0.164","-0.108","198","3","258","null","null"
"signing_fluently","signing_fluently","F","3","69","null","5.556","1.281","0.706","27","5.5","1.345","0.667","14","5.615","1.261","13","0.749","null","null","null","null","null","null","null","1.839","1.573","-0.95","31","TO USE SIGN LANGUAGE FLUENTLY","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","467","1235","767","1768","No","null","null","null","null","1","s","imrp","Fully Closed","1","1","Closed","1","Symmetrical Or Alternating","None","null","Neutral","Neutral","Neutral","null","s","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.153","0.449","0.067","0.209","0.554","0.378","null","0.122","0.316","0.343","0.836","-0.175","210","5","null","null","null"
"silly","silly","B","1","90","3.464","5.4","1.118","0.444","25","5.571","1.016","0.531","14","5.182","1.25","11","0.333","null","null","null","null","null","null","null","2.741","1.375","-0.065","27","null","Arbitrary","1.52","0.96","31","-0.72","1.5","0.96","-0.71","22","2.25","0.15","4.15","1.66","0.49","Adjective","567","1201","634","1869","Yes","Mental State Terms","null","null","null","1","y","p","Fully Open","null","null","Open","null","One Handed","Straight","1","Head","Cheek Nose","Head Away","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.266","0.035","0.178","0.457","0.033","0.409","0.791","0.446","0.378","null","null","0.684","0.657","0.836","-0.106","331","5","259","31","23"
"silver","silver","D","3","91","3.21","2.077","0.935","-1.193","26","1.875","0.957","-1.29","16","2.4","0.843","10","-1.037","silver","null","0.885","null","0.875","null","0.9","1.167","0.565","-0.916","24","null","Arbitrary","1.27","0.45","26","-0.95","1.17","0.38","-0.97","18","null","null","null","null","null","Noun","667","1535","868","2503","No","null","1","null","1","2","s","imrp","Fully Closed","null","null","Closed","1","One Handed","None","null","Head","Other","null","1","null","null","s","imrp","FullyClosed","null","null","null","Closed","1","One Handed","None","null","Neutral","Neutral","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.266","0.025","null","0.153","0.449","0.067","0.791","0.554","0.622","null","0.878","0.316","0.343","0.836","-0.131","246","null","2546","null","null"
"since","since","D","3","14","4.206","5.115","1.275","0.571","26","5.313","1.448","0.649","16","4.8","0.919","10","0.446","null","null","null","null","null","null","null","1.458","0.884","-0.747","24","null","Arbitrary","1.89","0.99","26","-0.62","1.89","1.08","-0.58","18","null","null","null","null","null","Minor","567","1502","934","2236","No","null","null","null","null","1","flat_1","i","Flat","1","null","Closed","null","Symmetrical Or Alternating","Curved","null","Body","Shoulder","Body Away","1","flat_1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.094","0.008","0.045","0.233","0.261","0.162","0.209","0.554","0.622","null","null","0.684","0.343","0.836","-0.441","92","null","1066","null","null"
"sing","sing","D","3","75","3.697","3","1.72","-0.668","26","3.063","1.611","-0.663","16","2.9","1.969","10","-0.676","null","null","null","null","null","null","null","2.56","1.417","-0.24","25","null","Arbitrary","2.46","1.45","26","-0.29","2.39","1.38","-0.29","18","null","null","null","null","null","Verb","467","1768","1301","2469","No","null","null","null","null","1","open_b","imrp","Fully Open","null","null","Open","null","One Handed","Curved","1","Arm","Arm Away","Arm Away","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.026","0.005","0.012","0.233","0.449","0.409","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.164","-0.172","87","2","3111","null","null"
"single","single","H","1","18","3.565","4.607","1.641","0.278","28","4.786","1.888","0.401","14","4.429","1.399","14","0.156","null","null","null","null","null","null","null","2.6","1.957","-0.356","20","single (relationship)","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Adjective","501","1201","701","1735","No","null","1","null","null","1","1","i","Fully Open","null","null","Closed","null","One Handed","Z-shaped","null","Head","Chin","Chin","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.266","0.037","0.012","0.034","0.261","0.409","0.791","0.554","0.622","null","null","0.684","0.343","0.836","-0.114","135","5","1068","null","null"
